# x_target,y_target,z_target,deviation,x_actual,y_actual,z_actual
0.21472219246885282,-1.5129499971418263,1.0,3.1474419820324693,-0.021842130482731023,1.606651361851314,1.3442611106922862
0.27497737845492565,-1.4844235706879534,1.0,3.134973966720407,-0.0616821977459464,1.6135496432489045,1.3424676152524002
0.33523256444099847,-1.4558971442340805,1.0,3.1194694737210384,-0.08212957498844758,1.6165812764091516,1.3417235677122066
0.3954877504270713,-1.4273707177802075,1.0,3.1136222574810195,-0.12226731315701936,1.624005103066172,1.3401159454778915
0.4557429364131441,-1.3988442913263346,1.0,3.109543062957045,-0.16115458996066007,1.6299730671460237,1.339058861194757
0.5159981223992169,-1.3703178648724617,1.0,3.102197347211898,-0.18000270828005727,1.6337490210919983,1.3388117019733696
0.5762533083852898,-1.3417914384185887,1.0,3.1065613079328074,-0.2183407545349183,1.6422600371117555,1.3387923058487734
0.6365084943713626,-1.3132650119647158,1.0,3.116858564361744,-0.25914463008943667,1.6529338212138933,1.3380492167253408
0.6967636803574354,-1.2847385855108429,1.0,3.1187326725162112,-0.279558164563927,1.6578488208982822,1.3383319278340078
0.7570188663435082,-1.25621215905697,1.0,3.132718329453372,-0.3184978063284049,1.6662024701768072,1.3415856456853377
0.8172740523295811,-1.227685732603097,1.0,3.149398239814484,-0.3547238670381792,1.6748345242580975,1.3471401855945728
0.8775292383156539,-1.199159306149224,1.0,3.1581934125874436,-0.3732262264937986,1.6795957162869568,1.350094157846822
0.9377844243017267,-1.1706328796953511,1.0,3.181802732642822,-0.40996856464814513,1.6895868070186533,1.3557721939157943
0.9980396102877995,-1.1421064532414782,1.0,3.205842583466936,-0.4442750253678073,1.698154884553897,1.360653150226668
1.0582947962738722,-1.1135800267876053,1.0,3.2198347508403624,-0.46187022872223177,1.7016316051656906,1.3619635158585388
1.1185499822599452,-1.0850536003337323,1.0,3.247572745266816,-0.49952654113383294,1.707161707998921,1.3634429420893108
1.178805168246018,-1.0565271738798594,1.0,3.2790964542713574,-0.5408812395686287,1.7119181355830515,1.3617496146581904
1.239060354232091,-1.0280007474259865,1.0,3.3002802055360165,-0.5613753641227378,1.7143727002521618,1.3600951715794707
1.299315540218164,-0.9994743209721136,1.0,3.3374961791594253,-0.6014201990201932,1.720840598988929,1.35492412107819
1.359570726204237,-0.9709478945182408,1.0,3.3780183462816913,-0.642889610837684,1.727246161544129,1.3477202643208275
1.351104205558634,-1.0370747610144089,1.0,3.440118026683701,-0.6637385532226803,1.7301064726727013,1.342824612346528
1.342637684913031,-1.103201627510577,1.0,3.5176615492012315,-0.707295623638144,1.7358854667966983,1.3336175597283753
1.334171164267428,-1.169328494006745,1.0,3.5985655268974255,-0.7524440463384826,1.7443304868473033,1.3260401164444993
1.3257046436218252,-1.235455360502913,1.0,3.66392319859856,-0.7758356886923841,1.7484298692519147,1.3229401996289203
1.3172381229762222,-1.301582226999081,1.0,3.747494709197512,-0.8219591654753733,1.758675226140172,1.319962305671055
1.3087716023306193,-1.3677090934952492,1.0,3.831407861379646,-0.8662295212142438,1.7701736862738187,1.3205432470807665
1.3003050816850164,-1.4338359599914172,1.0,3.896703642834057,-0.8879299418689336,1.7743325898094555,1.3218405161514268
1.2918385610394134,-1.4999628264875853,1.0,3.975591127170175,-0.9291413405706712,1.7812697067179166,1.3257086890337526
1.2833720403938105,-1.5660896929837533,1.0,4.0549895661105815,-0.9711289506205752,1.7883025680466296,1.328965381036223
1.2749055197482075,-1.6322165594799214,1.0,4.120321316200864,-0.994370460911199,1.7909866115432975,1.3303245710480727
1.2664389991026046,-1.6983434259760894,1.0,4.1995792698202585,-1.0416594666884578,1.7941844730876064,1.3337609773156949
1.2579724784570017,-1.7644702924722575,1.0,4.276614524956409,-1.0834981908628956,1.7981613563169514,1.3385301091900819
1.2495059578113987,-1.8305971589684256,1.0,4.339332019053235,-1.1032244319301383,1.7995866479254514,1.3409217108556548
1.2410394371657958,-1.8967240254645936,1.0,4.4139593208486,-1.1431478687859098,1.801905311023448,1.3447155457982924
1.2325729165201929,-1.9628508919607617,1.0,4.488878160584069,-1.1849032793565812,1.803641387566672,1.3455023750975015
1.22410639587459,-2.0289777584569295,1.0,4.551525194867464,-1.206415044246041,1.8038012425461853,1.3446044951778857
1.215639875228987,-2.0951046249530973,1.0,4.62475623478212,-1.2493097044801011,1.8031854250268013,1.3401888988132793
1.207173354583384,-2.161231491449265,1.0,4.697650955063305,-1.293007366025856,1.801847656887642,1.3332034272306659
1.198706833937781,-2.227358357945433,1.0,4.759922922877145,-1.3149995254277993,1.8012954808916994,1.328777762993748
1.1902403132921782,-2.293485224441601,1.0,4.831714319201413,-1.358168059735389,1.799018018664144,1.3201487651513297
1.1827672030858813,-2.227238737226889,1.0,4.79089344047206,-1.3987920678312469,1.796577766350501,1.3116286800637504
1.1752940928795845,-2.1609922500121774,1.0,4.7406929382706,-1.4181878084326391,1.7953789004497722,1.3084614762446996
1.1678209826732877,-2.0947457627974657,1.0,4.702922962237784,-1.4586161223029153,1.7947712656503785,1.3016120152810253
1.160347872466991,-2.028499275582754,1.0,4.6665863177589975,-1.5028059046648197,1.7919013854983203,1.2986278775589082
1.152874762260694,-1.962252788368042,1.0,4.619754303247714,-1.5229073554640908,1.7917452583809081,1.2996974238212737
1.1454016520543973,-1.8960063011533301,1.0,4.584970179148229,-1.5600766863209037,1.7932101132315892,1.3033492246461882
1.1379285418481004,-1.8297598139386182,1.0,4.555470935653745,-1.6018481995508012,1.7968308462343525,1.3062336304552473
1.1304554316418036,-1.7635133267239063,1.0,4.5121677110481935,-1.6228346767192372,1.7980351826237246,1.307283659492026
1.1229823214355068,-1.6972668395091943,1.0,4.483714003994511,-1.6615393991338856,1.8031676168426414,1.3115905551819496
1.11550921122921,-1.6310203522944824,1.0,4.453885695311138,-1.699657366255718,1.8060793708336385,1.3134970832106312
1.1080361010229132,-1.5647738650797705,1.0,4.411958628186686,-1.719826497804044,1.8071527348081522,1.3141386062789164
1.1005629908166163,-1.4985273778650585,1.0,4.385124422321477,-1.7616238035416376,1.808929483339414,1.3129409923818565
1.0930898806103195,-1.4322808906503466,1.0,4.360978472524606,-1.804074106808358,1.8123913580471,1.3109277510290969
1.0856167704040227,-1.3660344034356346,1.0,4.3234456281091935,-1.8267884392470775,1.8144113977233614,1.3079650952685165
1.078143660197726,-1.2997879162209227,1.0,4.302537633167594,-1.8709597082589648,1.8182234131020822,1.3043431569695365
1.070670549991429,-1.2335414290062108,1.0,4.284554054109404,-1.917088214847836,1.8228233144651658,1.2988905494936795
1.0631974397851323,-1.1672949417914988,1.0,4.250434258269025,-1.9407647140384143,1.8250879765414125,1.2967275388840291
1.0557243295788354,-1.101048454576787,1.0,4.237502216897229,-1.9887517258550613,1.8317486447094176,1.293754592333493
1.0482512193725386,-1.034801967362075,1.0,4.226158350980244,-2.0364306938426164,1.8391254781466513,1.2927335645173519
1.0407781091662418,-0.968555480147363,1.0,4.196976897304846,-2.060572098381429,1.8439029111866405,1.2938022526625348
1.0041825795635038,-1.024279906187831,1.0,4.244918876103987,-2.105135814572974,1.8503437631303867,1.2966717856216754
0.9675870499607658,-1.0800043322282988,1.0,4.289069531512354,-2.143967710543182,1.8564841004296544,1.3022914213120425
0.9309915203580279,-1.1357287582687667,1.0,4.317632252628849,-2.1629163243432727,1.8603317788191505,1.3054566672067953
0.89439599075529,-1.1914531843092346,1.0,4.364053144760348,-2.205192489022823,1.8650855697154316,1.3083536143210066
0.857800461152552,-1.2471776103497025,1.0,4.4090309803763565,-2.2480002685376577,1.8667894516989416,1.3110709723686702
