# x_target,y_target,z_target,deviation,x_actual,y_actual,z_actual
-0.3328193977894423,-2.9917209198685715,1.0,2.997959089367825,0.008677361445910095,-0.013292816654864061,0.9897677499196266
-0.36989390731485605,-3.0,1.0,3.0110220470940674,0.009207408670273518,-0.012955961555871611,0.989808204265971
-0.4069684168402698,-2.9445930944024625,1.0,2.9619757891486986,0.010020220484139015,-0.012133678092221094,0.9898598057816792
-0.44404292636568354,-2.889186188804925,1.0,2.91375022498329,0.010668972779713822,-0.011153794553582735,0.9896559192944432
-0.4811174358910973,-2.8337792832073876,1.0,2.865665232185056,0.01083497657979405,-0.010676431653219319,0.9894958881849174
-0.518191945416511,-2.77837237760985,1.0,2.819042516631126,0.011204277488652941,-0.009506310348954258,0.9889976675710347
-0.55265707282421,-2.723822554594903,1.0,2.7730122013714995,0.011349136040347037,-0.008797717108992907,0.9884329281126429
-0.5519305536732116,-2.676403420953363,1.0,2.726919133647964,0.01135027498368273,-0.00832090196059789,0.9882381392548328
-0.5566600392912123,-2.623965056251197,1.0,2.677093649078599,0.011492692979311232,-0.007883068406644052,0.9878381076390219
-0.5682551886035148,-2.567755095885635,1.0,2.6250495734256485,0.011202094434622997,-0.007491061116382958,0.9872488297278301
-0.5877614301141156,-2.509529257143049,1.0,2.572865836992113,0.01117704950050858,-0.007380112254087885,0.9873126232227478
-0.6156499229282811,-2.4513891310959117,1.0,2.523277938895931,0.010706644927398696,-0.007123200453726861,0.9868445021057546
-0.6516985183528644,-2.3955245796630726,1.0,2.478304237017102,0.010011255169504966,-0.007228080321656951,0.9868890093648974
-0.6887730278782782,-2.340117674065535,1.0,2.4352877581114893,0.009685482862285703,-0.007177971390782192,0.9867895016902725
-0.7258475374036919,-2.2847107684679977,1.0,2.392983151126894,0.008968859219629838,-0.007378427219346643,0.9869373688081101
-0.7629220469291056,-2.2293038628704602,1.0,2.351706705490709,0.008199973534872482,-0.007653972087034837,0.9870763400109777
-0.7999965564545193,-2.1738969572729228,1.0,2.3118935453688483,0.007695628936211761,-0.007720072612815326,0.98724056658315
-0.837071065979933,-2.1184900516753853,1.0,2.2728595969633076,0.006856094785852355,-0.008153498431232045,0.9874569990992736
-0.8638067625082795,-2.054691465551733,1.0,2.223510915596965,0.005725963321714232,-0.008289817973251538,0.9875932567694168
-0.8633353916498183,-2.049270247560625,1.0,2.2178696230222,0.005236431011964511,-0.00858733631972729,0.9880874279856184
-0.8733977048079272,-1.9743005391029769,1.0,2.1524593479724436,0.003994154309923724,-0.00881725208951478,0.9881586023444988
-0.8949486640286476,-1.9071514123442073,1.0,2.10014510694968,0.003043306930724004,-0.008705633988221875,0.9888861806959347
-0.8249498899753053,-1.9318462433223136,1.0,2.0937003884703067,0.0024781321573066977,-0.00861491634046879,0.9887996524125883
-0.7583833416386702,-1.9631734582293872,1.0,2.0971010258911447,0.0015153729615160695,-0.008620659391175976,0.9895112967249898
-0.6958377607281628,-1.999784453178201,1.0,2.1098739404469513,0.0005526383348961974,-0.008176224410882924,0.9897472064175058
-0.6385438302425496,-2.0407008244193867,1.0,2.130603953140439,0.00033465485829544403,-0.00816342108493447,0.9900405592848133
-0.5874188447112261,-2.0846082256481533,1.0,2.158471833734709,-0.0003654786099659315,-0.007522746056396853,0.9907851834343355
-0.5376318674290709,-2.1289444561774915,1.0,2.1889979730399234,-0.0007943968497964078,-0.0068121318454536055,0.9915115266365304
-0.4878448901469157,-2.1732806867068297,1.0,2.220848459358534,-0.0009576893236795723,-0.006477202040733488,0.991550624369255
-0.4380579128647605,-2.217616917236168,1.0,2.25460561858593,-0.0013110122696358957,-0.005731917424456591,0.9920383552112286
-0.3882709355826053,-2.261953147765506,1.0,2.2900597503630786,-0.0011185141680232482,-0.004869316248114918,0.9923032260911422
-0.3384839583004501,-2.3062893782948444,1.0,2.3264459029455713,-0.0011721057097308699,-0.004439187908185406,0.9924531827268662
-0.2886969810182949,-2.3506256088241826,1.0,2.3648633684410214,-0.0009391539306960705,-0.0033473604534906567,0.9923182638775537
-0.2389100037361397,-2.394961839353521,1.0,2.4043972504279774,-0.000644159388669185,-0.0024116063852407197,0.992324844859433
-0.1891230264539845,-2.439298069882859,1.0,2.4447702773574056,-0.00047300971337484475,-0.0018301120478253178,0.992073161949116
-0.1393360491718293,-2.4836343004121972,1.0,2.4869660400927374,-0.00011030938404814416,-0.0005823533829657216,0.9916749588927679
-0.08954907188967409,-2.5279705309415355,1.0,2.5301424164615054,0.00034079069375543634,0.0005600939687731792,0.991436176491703
-0.039762094607518894,-2.5723067614708737,1.0,2.5738643092514666,0.0006689731559457268,0.0012254204733526933,0.991344383590665
0.010024882674636304,-2.616642992000212,1.0,2.61914571764098,0.001102316173117733,0.0024724718936405196,0.9911194123955898
0.0598118599567915,-2.66097922252955,1.0,2.6654500593376524,0.00145544067088042,0.003816818944083884,0.9910219992385253
0.1095988372389467,-2.7053154530588883,1.0,2.711881483512455,0.001728540654205525,0.0044045416712821675,0.9909044026057325
0.1593858145211019,-2.7496516835882265,1.0,2.7598007124808954,0.0022153867512775894,0.005653976516628307,0.9906112493451228
